name	location	kind	frame	typed_over	status	statement	note
stemSignature_const_sign	Concentricity/SigmaE3.lean:654	theorem	MOR-winding	stem	proved	If every flip value has sign s, stemSignature = 0 (even count) or −s (odd count).	The constant-sign alternating collapse.
stemSignature_mem_of_pos	Concentricity/SigmaE3.lean:674	theorem	MOR-winding	stem	proved	With every flip value on the positive reals, stemSignature γ ξ ∈ {0, −1}.	Cor 5.13's admissible-set criterion auto-passes at positive crossings.
lift_height_pi_iff	Concentricity/SigmaE3.lean:689	theorem	MOR-winding	stem	proved	(γ t).im = 0 ↔ ∃ j : ℤ, (γ' t).im = jπ, for any lift γ' of γ — lift height is an integer π-rung exactly over the obstruction set.	The rungs row: rungs = obstruction set.
arc_band_confined	Concentricity/SigmaE3.lean:705	theorem	MOR-winding	stem	proved	Along an arc with im(γ u) ≠ 0 throughout, the lift's height never crosses any rung jπ: endpoints sit on the same side of every jπ.	Props 5.5/5.6's conservation mechanism; IVT.
crossing_height_odd_of_neg	Concentricity/SigmaE3.lean:730	theorem	MOR-winding	stem	proved	At a crossing with re(γ t) < 0, im(γ t) = 0, any lift's height is (2k+1)π.	lem:exp-degenerate band parity, negative side; via exp_eq_neg_real_iff.
crossing_height_even_of_pos	Concentricity/SigmaE3.lean:746	theorem	MOR-winding	stem	proved	At a crossing with re(γ t) > 0, im(γ t) = 0, any lift's height is 2kπ.	Band parity, positive side.
band_side_of_sign	Concentricity/SigmaE3.lean:779	theorem	MOR-winding	stem	proved	For exp w = v within one rung-band |im w − jπ| < π and sign(im v) = s ∈ {±1}: jπ < im w ↔ s = (−1)^j.	Pointwise band-side reading — the parity twist of sin across rungs.
crossing_band_ledger	Concentricity/SigmaE3.lean:849	theorem	MOR-winding	stem	proved	At a crossing datum whose lift height is rung jπ, eventually on each one-sided approach: (jπ < im γ' u) ↔ (side sign = (−1)^j).	Prop 5.8's mechanism: flips step the band, bounces conserve it; consumes band_side_of_sign + CrossingData.
winding_height_shift	Concentricity/SigmaE3.lean:879	theorem	MOR-winding	stem	proved	For nonvanishing closed γ and any lift: im(γ' 1) − im(γ' 0) = stemWinding γ · 2π.	Cor 5.21's stem accounting (verbatim quote, even-hypothesis flagged): height shift = 2π per winding unit; DERIVED R10.
ASection.stemWinding_circle_pole	Concentricity/SigmaE3.lean:895	theorem	MOR-winding	stem	proved	∃ ε₀ > 0: for 0 < ε ≤ ε₀ the value-loop along circleLoop (A.pole) ε is nonvanishing, closed, and stemWinding = −1.	Local argument principle at the pole: c1_simple (order −1) through meromorphicOrderAt_eq_int_iff; the divisor's pole entry.
ASection.ledger_orderAt_zero	Concentricity/StemFactorization.lean:813	theorem	MOR-winding	stem	proved	meromorphicOrderAt (F′/F) (A.sphereZero n) = −1 — the continued log-derivative has a simple pole at each enumerated zero, regardless of multiplicity.	B2.1 per-zero order; residue-API caveat: rendered via meromorphicOrderAt (pin has no residue function).
ASection.ledger_residueAt_zero	Concentricity/StemFactorization.lean:826	theorem	MOR-winding	stem	proved	meromorphicTrailingCoeffAt (F′/F) (A.sphereZero n) = (Nat.card fiber : ℂ) — the per-zero residue equals the multiplicity tally in the enumeration.	STRICTLY per-zero (author's fence); any summed residue statement waits with B2.2.
ASection.negation_winding_configuration	Concentricity/SynthesisE6.lean:154	theorem	MOR-winding	stem	proved	¬(∃ c, all levels = c) yields zeros n, m at distinct levels, a line Re = β strictly between, circle contours left/right, value-windings ≥ 1 both sides, and BOTH side loops with no closed lift.	ROW B (E4 × E3); Cor 5.13's criterion fails on each side; via sigma_level_separation + stemWinding_eq_zero_iff.
ASection.zero_pole_pair_winding	Concentricity/SynthesisE6.lean:197	theorem	MOR-winding	stem	proved	For small ε₁, ε₂: the pointwise product of the value-loop around A.sphereZero n with the value-loop around the pole is nonvanishing, closed, and winds exactly (fiber tally) − 1.	ROW C: stemWinding_mul (lifts add along exp); zero's +tally meets the witness 𝔫's −1 from c1_simple.
ASection.zero_pole_pair_closes_through_witness	Concentricity/SynthesisE6.lean:228	theorem	MOR-winding	stem	proved	At fiber tally 1: each of the zero-loop and pole-loop is obstructed alone (no closed lift), yet their product admits a closed lift (winding 1 − 1 = 0).	ROW C′: the assembled pair closes exactly through the witness N; stemWinding_eq_zero_iff forward.
winding_loop_defect	Concentricity/Toolkit.lean:343	theorem	MOR-winding	stem	proved	Along a loop (gamma 0 = gamma 1), any log-continuation gamma' has endpoint defect gamma' 1 - gamma' 0 = k * 2 pi i for some k : Z - the winding-number frame of prop:winding-signature(ii)/(iii).	Docstring records GAP: sigma/sigma-c apparatus (GPVwind Def 5.2/5.7/5.15/5.19) unbuilt, so Cor 5.13's closure clause is not rendered here.
ASection.stemWinding_c2_factor	Concentricity/WeldW12.lean:213	theorem	MOR-winding	stem	proved	For any loop gamma in the half-space Omega0 < re and Gamma t = exp(A.l p (gamma t)): stemWinding Gamma = 0 — each Euler factor's value-loop winds zero.	W1(a) weld: GPV winding welded to C2 member-by-member; explicit closed lift l_p compose gamma.
ASection.stemWinding_F_halfSpace	Concentricity/WeldW12.lean:238	theorem	MOR-winding	stem	proved	For any loop gamma with Omega0 < (gamma t).re and Gamma t = A.F (gamma t): stemWinding Gamma = 0 — the section's value-loops wind zero on C2's half-space.	THE W1 MASTER ROW; Euler sum is the global lift (c2_euler); right wall winding-inert.
stemWinding_eq_of_homotopy	Concentricity/WeldW12.lean:358	theorem	MOR-winding	stem	proved	A continuous H : I x I -> C, nowhere zero, with each H(s,-) a loop: the boundary loops gamma0 = H(0,-) and gamma1 = H(1,-) have equal stemWinding.	GPVwind Def 4.20 stem-rendered; IsCoveringMap.liftHomotopy over exp; defect in 2*pi*i*Z lattice.
stemWinding_comp_eq_zero_of_convex	Concentricity/WeldW12.lean:483	theorem	MOR-winding	stem	proved	g continuous and nonvanishing on convex K, gamma a loop in K, Gamma t = g(gamma t): stemWinding Gamma = 0 — convex-carrier composites wind zero.	W2(d) engine; contraction to basepoint pushed through g; retires unit factors and complement.
stemWinding_eq_of_common_halfPlane	Concentricity/WeldW12.lean:529	theorem	MOR-winding	stem	proved	Two loops gamma1, gamma2 with pointwise witness c(t) s.t. re(c*gamma1) > 0 and re(c*gamma2) > 0 have equal stemWinding.	Half-plane comparison; quotient loop in slitPlane winds zero; no continuity of c required.
stemWinding_eq_zero_of_halfPlane	Concentricity/WeldW12.lean:576	theorem	MOR-winding	stem	proved	A loop gamma confined to one open half-plane through 0 (constant witness c, re(c*gamma t) > 0) has stemWinding gamma = 0.	W2(d) bookkeeping; compare with constant loop conj(c).
stemWinding_finset_prod	Concentricity/WeldW12.lean:599	theorem	MOR-winding	stem	proved	stemWinding of a finite pointwise product of nonvanishing loops equals the sum of the stemWindings (finset form of stemWinding_mul).	Integration-free argument principle's summation layer.
stemWinding_phaseLoop	Concentricity/WeldW12.lean:833	theorem	MOR-winding	stem	proved	stemWinding phaseLoop = 1 — the model circle winds once, via the explicit lift t |-> i(2*pi*t - 3*pi/4).	Model winding for the rectangle comparison.
stemWinding_rectLoop_sub_interior	Concentricity/WeldW12.lean:855	theorem	MOR-winding	stem	proved	For w in openRect and delta t = rectLoop t - w: stemWinding delta = 1 — the boundary winds exactly once about every interior point.	THE RECTANGLE MODEL ROW; integral- and homotopy-free via half-plane comparison with phaseLoop.
ASection.stemWinding_F_rectLoop	Concentricity/WeldW12.lean:1001	theorem	MOR-winding	stem	proved	Upper-half rectangle (0 < y1), no enumerated zero on the frame, s the trapped finset, Gamma t = A.F(rectLoop t): stemWinding Gamma = s.card.	THE COUNTING WELD W2(d): winding of value-loop = trapped divisor count; consumes eq_head_mul_complement (Weierstrass split).
ASection.stemWinding_F_stripRect	Concentricity/WeldW12.lean:1158	theorem	MOR-winding	stem	proved	Strip-spanning rectangle (x1 < betalo, Omega0 < x2, horizontal lines off divisor heights): stemWinding Gamma = s.card and s is exactly the full height window y1 < Im < y2.	Class-wide N(T) row; vertical frame conditions automatic from the two zero-free walls.
ASection.stemWinding_F_leftRegion	Concentricity/WeldW12.lean:1191	theorem	MOR-winding	stem	proved	Loops gamma in {Im > 0, Re < betalo} (zero-free left region) with Gamma t = A.F(gamma t): stemWinding Gamma = 0.	W2(c) companion, left twin of stemWinding_F_halfSpace; convex-carrier row on the left region.
ASection.counting_pair_of_two_levels	Concentricity/WeldW12.lean:1230	theorem	MOR-winding	stem	proved	Two enumerated zeros at distinct re-levels: exists beta strictly between and two admissible rectangles left/right of Re=beta, each trapping >=1 zero, each value-loop winding exactly its trapped count.	Sect-F drive; docstring VERDICT: missing producer = eq:placement-set / exists-beta two-sided; frames picked off countable coordinate sets.
ASection.sphereLoop_crossing_isEmpty	Concentricity/WeldW3.lean:316	theorem	MOR-winding	stem	proved	IsEmpty (CrossingData (circleLoop (A.sphereZero n) ε)) for 0 < ε < (sphereZero n).im — no flips, no bounces on the stem carrier.	over ASection; the stem carrier stays strictly in the upper half-plane.
ASection.sphereLoop_sigma_c_zero	Concentricity/WeldW3.lean:327	theorem	MOR-winding	stem	proved	Any flip enumeration for the sphere loop has m = 0, circularSignature signs = 0, and Even m — Def 5.19's closing clause holds.	σᶜ = 0 with even parity; Cor 5.21's even hypothesis (FLAGS item 3) holds.
ASection.sphereLoop_domain_winding_zero	Concentricity/WeldW3.lean:348	theorem	MOR-winding	stem	proved	stemWinding (circleLoop (A.sphereZero n) ε) = 0 — the domain loop winds 0 about the value-origin (Cor 5.21 read: ω = |σᶜ|/2 = 0).	via stemWinding_eq_zero_of_slitPlane (SigmaE3); ALL winding is in the VALUE loop (weld d).
ASection.sphereLoop_value_band	Concentricity/WeldW3.lean:425	theorem	MOR-winding	stem	proved	∃ ε₀ > 0: for 0 < ε ≤ ε₀ the value loop Γ = F∘circleLoop(sphereZero n) has EVERY log-lift closing in re and shifting im by exactly (fiber tally)·2π.	WELD (c): level conserved, winding is band data; via winding_loop_defect_level_zero (LoopAssembly) + winding_height_shift (SigmaE3).
ASection.sphereLoop_value_winding	Concentricity/WeldW3.lean:487	theorem	MOR-winding	mixed	proved	∃ ε₀: for ε ≤ ε₀ there is a value loop Γ with realize = sliceEmbed v ∘ Γ, Γ ≠ 0, closed, stemWinding Γ = fiber tally of the n-th enumerated zero, and 1 ≤ stemWinding Γ.	WELD (d): the value winding IS the enumerated divisor's tally ≥ 1; welds stemWinding_circle_sphereZero (SigmaE3 §B) to the octonionic loop.
stemWinding_pos_meets_neg_real	Concentricity/WeldW3.lean:519	theorem	MOR-winding	stem	proved	Closed nonvanishing stem loop with stemWinding ≥ 1: ∃ t and r > 0 with γ t = -(r : ℂ) — a winding value-loop MUST meet the negative reals.	the real-axis obstruction as a theorem; IVT on the lift's height across an odd rung (2k+1)π.
ASection.two_center_disjoint_counts	Concentricity/WeldW4.lean:106	theorem	MOR-winding	stem	proved	Two zeros at distinct levels: beta, two admissible rectangles left/right of Re=beta each trapping >=1 zero, value-loops winding exactly their counts, and the two trapped finsets DISJOINT with additive card.	W4 sect-A counting step; counting_pair_of_two_levels + openRect_disjoint_of_le; two-center configuration.
ASection.two_center_winding_onto_one_band	Concentricity/WeldW4.lean:165	theorem	MOR-winding	stem	proved	eps-circles about the two zeros stay left/right of Re=beta, each value-loop winds >=1 and admits NO closed lift; pole circle winds -1; composite Theta = Gn*Gm*Gp^(wn+wm) winds 0, has a closed lift, every lift closes, lifts unique.	W4 sect-B closure step; DIAG-poleN content (C1 cone factor annihilates); sigma_level_separation + stemWinding_circle_pole + winding_lift_unique.
Base	Concentricity/Base.lean:42	def	OBJ-base	old-total	def	Base := Discrete ℝ × SingleObj G2 — the static base: one object per real level with G2 direction automorphisms, no cross-level morphisms.	The static substitute base; file on the delete list per project memory; category instance at 44 (boilerplate).
TotalObject.ofLevel	Concentricity/Base.lean:91	def	OBJ-base	old-total	def	The canonical object of 𝒯 over a real level r.	
TotalObject.eq_ofLevel	Concentricity/Base.lean:111	theorem	OBJ-base	old-total	proved	X = ofLevel (level X) — every object is the canonical object of its level (single-object fibres).	rfl (structure eta).
ASection.anchor	Concentricity/ConcentricityReadout.lean:139	def	OBJ-base	old-base	def	anchor A : A.Base := the circle point Ω0+1, non-singular from C2 alone (finite; nonzero since the value is the Euler exponential).	The Ω0-side non-singular footpoint; typed over A.Base {σ // NonSingular} (ConnectedBase).
ASection.NonSingular	Concentricity/ConnectedBase.lean:77	def	OBJ-base	old-base	def	Prop: Fstar (circleEmbed σ) ≠ ∞ ∧ ≠ ↑0 — the circle point is off the pole and the real zeros.	The defining predicate of the contaminated A.Base.
ASection.Base	Concentricity/ConnectedBase.lean:83	def	OBJ-base	old-base	def	Type := {σ : OnePoint ℝ // A.NonSingular σ} — #3, the base: the non-singular circle points.	CONTAMINATED per typed-over rule; excludes the pole and real zeros from the carrier.
ASection.NormalizedCircleBase	Concentricity/NormalizedBase.lean:19	abbrev	OBJ-base	old-total	def	NormalizedCircleBase := BaseC — the full compactified great-circle base OnePoint ℝ including N, no finite/nonzero restriction.	Abbrev of TransportObject's BaseC (thin substitute base, purge list); carrier is OnePoint ℝ.
Octonion.ofReal	Concentricity/Octonion.lean:101	def	OBJ-base	domain-H1	def	ofReal r = ((r : Quaternion R), 0) — the real embedding R -> O through the first quaternion component.	the finite real axis in O: the base great circle's finite part lives in its image
GreatCircle.Point	Concentricity/ProjectiveBase.lean:30	abbrev	OBJ-base	locked-base	def	Point := OnePoint ℝ — the object carrier: the compactified real great circle.	LOCKED base carrier; section-independent.
GreatCircle.Base	Concentricity/ProjectiveBase.lean:58	abbrev	OBJ-base	locked-base	def	Base := ActionCategory Aut Point — the base groupoid 𝒷 = PGL(2,ℝ) ⋉ OnePoint ℝ.	THE LOCKED base groupoid; analytic data enters only with the indexed section functor per header.
ASection.GpvBase	Concentricity/Recovery.lean:266	structure	OBJ-base	old-base	def	Wrapper structure with one field point : A.Base - the GPV-enriched objects are exactly the non-singular great-circle points, kept separate from the older winding groupoid.	Wraps old-base A.Base ({sigma // NonSingular}, ConnectedBase.lean) - contaminated typing; not the locked GreatCircle.Base.
Octonion.eq_ofReal_of_im_eq_zero	Concentricity/Slice.lean:90	theorem	OBJ-base	domain-H1	proved	im x = 0 → x = ofReal (re x): vanishing imaginary part characterizes the real axis.	The real-axis (base circle finite part) characterization inside O.
BaseC	Concentricity/TransportObject.lean:40	def	OBJ-base	old-total	def	BaseC := OnePoint ℝ — 𝓑^𝔫, the compactified base: levels ℝ + the point at infinity, def-wrapped so no ambient instances leak.	The thin substitute base; on the purge list per project memory; consumed by NormalizedBase footpoints.
BaseC.lvl	Concentricity/TransportObject.lean:54	def	OBJ-base	old-total	def	ℝ → BaseC := OnePoint.some — a finite level as an object of 𝓑^𝔫.	
TotalTransport.ofBase	Concentricity/TransportObject.lean:94	def	OBJ-base	old-total	def	The canonical object over a base point x : BaseC (single band object per fibre).	
H1.of	Concentricity/TwoWorlds.lean:125	def	OBJ-base	domain-H1	def	H1.of (x : OnePoint Octonion) : H1 — the canonical object of 𝓗₁ (ActionCategory G2 (OnePoint Octonion)) over a point of 𝕆*.	domain-groupoid object over ALL of 𝕆* (incl. N), not only the base circle
ASection.pole	Concentricity/ASection.lean:63	field	OBJ-poleN	stem	def	pole : ℝ — C1 datum: the one pole's location, at a real point.	C1; the real point whose compactified value is ∞ = N.
ASection.c1_analyticAt	Concentricity/ASection.lean:66	field	OBJ-poleN	stem	def	∀ z ≠ (pole : ℂ), AnalyticAt ℂ F z — C1: meromorphic continuation with exactly one pole.	
ASection.c1_simple	Concentricity/ASection.lean:70	field	OBJ-poleN	stem	def	meromorphicOrderAt F (pole : ℂ) = −1 — C1: the pole is simple; value ∞ = N is the compactified reading (rmk:two-poles).	
ASection.valueAtInfinity	Concentricity/ASection.lean:196	field	OBJ-poleN	carrier	def	valueAtInfinity : OnePoint ℂ — the compactified value at ∞ = N, data of the section as a map on 𝕆* that the stem alone does not determine (rmk:compactify).	Docstring: fixed by continuation through ∞; no in-file clause links it to a limit/chart of F (see gaps).
ASection.valueAtInfinity_real	Concentricity/ASection.lean:201	field	OBJ-poleN	carrier	def	∀ z, valueAtInfinity = (z : OnePoint ℂ) → z.im = 0 — the value at N, when finite, is real (def:section-map(ii): A(N) ∈ ℝ ∪ {N}).	Carried as a field per rmk:compactify; derived in the master from slice preservation of values.
ASection.eventually_ne_zero_near_pole	Concentricity/IntegrateTheorem.lean:76	theorem	OBJ-poleN	stem	proved	∃δ>0: F is nonzero at every real x≠pole with |x-pole|<δ — zero-freeness on the punctured real interval at the pole.	C1's order -1 through the meromorphic dichotomy; restricted to the great circle.
ASection.cone_tape_escape	Concentricity/IntegrateTheorem.lean:103	theorem	OBJ-poleN	stem	proved	∀M ∃δ>0: on the punctured real δ-interval at the pole, F≠0 AND M < log‖F(x)‖ — the great-circle level tape escapes at N.	rmk:collapse-cone in tape vocabulary; from pole_cone_eps_delta at ε=exp(-M).
ASection.pole_passage_level_atTop	Concentricity/LogManifold.lean:845	theorem	OBJ-poleN	stem	proved	Tendsto (fun z => log||A.F z||) (nhdsWithin (A.pole : C) punctured) atTop - at C1's simple pole the value-side level runs to +infinity.	Rides pole_cone_tendsto (LoopAssembly, C1's cone at N); the pole is the +inf end of the level line.
ASection.pole_degenerate_passages	Concentricity/LogManifold.lean:863	theorem	OBJ-poleN	stem	proved	For every M and delta > 0 there is real x /= A.pole, |x - pole| < delta, with A.F x = -(r : C), 0 < r, M < log r - degenerate encounters ON the real axis near the pole, levels above every bound.	From C1 simple-pole factorization (meromorphicOrderAt_eq_int_iff at c1_simple) + real stem (real_on_real); side chosen by sign of g(pole).
ASection.pole_passage_manifold_data	Concentricity/LogManifold.lean:1068	theorem	OBJ-poleN	mixed	proved	Within delta of the pole, on the real axis, encounter values -r with log r > M carry the full S6 x Z of E+ fibre data at the one level log r.	Mixed: stem + octonionic E+ data; pole side of mission row (d).
ASection.pole_cone_tendsto	Concentricity/LoopAssembly.lean:189	theorem	OBJ-poleN	stem	proved	Tendsto A.F (nhdsWithin A.pole {pole}ᶜ) (cobounded ℂ) — at the one simple pole the values leave every bounded set.	C1's cone at N (rmk:two-poles, rmk:collapse-cone); fed by c1_simple through the Mathlib pin tendsto_cobounded_of_meromorphicOrderAt_neg.
ASection.normalizedZero_collapse_at_N	Concentricity/NormalizedBase.lean:157	theorem	OBJ-poleN	mixed	proved	∀ R, eventually in n: ∀ I, R < norm (normalizedZeroLift n I) — past every ball, every world's realization of every high zero.	Rides InboxWire's sphereZero_norm_tendsto_atTop; the spheres crowd the compactified witness N.
ASection.NormalizedNLeg.target	Concentricity/NormalizedNLeg.lean:20	def	OBJ-poleN	carrier	def	target : NormalizedCircleBase := BaseC.nPt — the common compactified target N of every normalized witness leg.	NormalizedCircleBase abbreviates BaseC = OnePoint R (TransportObject.lean:40); nPt = OnePoint.infty; BaseC name is on the CLAUDE.md purge list — flag.
ASection.normalizedNLeg_target_is_N	Concentricity/NormalizedNLeg.lean:46	theorem	OBJ-poleN	carrier	proved	NormalizedNLeg.target = BaseC.nPt, by rfl (@[simp]).	Simp pin: every leg lands on the one compactified witness N.
ASection.pole_le_upperEdge	Concentricity/PairingE2.lean:81	theorem	OBJ-poleN	stem	proved	A.pole ≤ A.Ω₀: C1's simple pole cannot sit inside C2's zero-free half-space — Euler majorant bounds ‖F‖ on a ball at the pole against the order −1 blow-up.	C1+C2 consumed jointly; uses c2_locMajorant, c1_simple via meromorphicOrderAt_eq_int_iff.
ASection.ne_pole_of_re_gt	Concentricity/PairingE2.lean:170	theorem	OBJ-poleN	stem	proved	If A.Ω₀ < z.re then z ≠ (A.pole : ℂ): the half-space is pole-free (pointwise reading of pole_le_upperEdge).	Pointwise corollary; feeds every half-space analyticity row below.
ASection.realize_pole	Concentricity/PhiConversion.lean:514	theorem	OBJ-poleN	domain-H1	proved	A.realize (ofReal A.pole) = ∞ — the realization at the pole is the point at infinity; c1_simple forbids analyticity (meromorphicOrderAt_nonneg contradiction).	rmk:collapse-cone pole clause: 'by C1 it carries the pole point onto the single object 𝔫'
G2.smul_onePoint_infty	Concentricity/Slice.lean:317	theorem	OBJ-poleN	domain-H1	proved	g • (∞ : OnePoint Octonion) = ∞ — infinity is G2-fixed (rfl).	N is a fixed point of the compactified action.
ASection.realize_infty	Concentricity/Slice.lean:360	theorem	OBJ-poleN	domain-H1	proved	realize ∞ = OnePoint.map (z ↦ ofReal z.re) A.valueAtInfinity (rfl).	The compactified value datum at N, unfolded.
BaseC.nPt	Concentricity/TransportObject.lean:51	def	OBJ-poleN	old-total	def	BaseC := OnePoint.infty — the point at infinity 𝔫; N is REAL (on the great circle ℝ ∪ {N}).	Author's directive 2026-07-05 quoted in docstring.
TotalTransport.nObj	Concentricity/TransportObject.lean:100	def	OBJ-poleN	old-total	def	nObj := ofBase nPt — the object at 𝔫, the cone point the value-loops close through (C1).	rmk:collapse-cone cited.
zetaC_one	Concentricity/ZetaCstar.lean:39	theorem	OBJ-poleN	carrier	proved	zetaC (1 : OnePoint ℂ) = ∞ — the simple pole clause: ζ_ℂ*(1) = ∞.	The pole value ∞ at s = 1 — the compactified pole state (C1's anchor at the ζ instance).
zetaC_infty	Concentricity/ZetaCstar.lean:43	theorem	OBJ-poleN	carrier	proved	zetaC ∞ = (1 : OnePoint ℂ) — ζ_ℂ*(∞) = 1 (ζ(s) → 1 as Re s → +∞).	Value at the adjoined point ∞; rfl. Compactified behavior at infinity.
zetaO_infty	Concentricity/ZetaOctonion.lean:61	theorem	OBJ-poleN	domain-H1	proved	zetaO ∞ = (ofReal 1 : Octonion) — def:zeta_O(iv): ζ_𝕆(∞) = ζ_ℂ*(∞) = 1.	Value at N (rfl); the compactified value at infinity.
zetaO_one	Concentricity/ZetaOctonion.lean:68	theorem	OBJ-poleN	domain-H1	proved	zetaO (ofReal 1) = ∞ — def:zeta_O(iii): the simple pole at 1 is carried to ∞ = N.	rmk:domain: N is the image of the pole, not a zero — the C1 anchor at the north pole.
sliceEmbed_ne_pole	Concentricity/ZetaOctonion.lean:74	theorem	OBJ-poleN	domain-H1	proved	For v ∈ unitImaginarySphere, 0 < ζ.im: sliceEmbed v ζ ≠ ofReal 1 — a non-real slice point is not the pole point.	Pole-exclusion helper (upper-half sign).
sliceEmbed_ne_pole'	Concentricity/ZetaOctonion.lean:163	theorem	OBJ-poleN	domain-H1	proved	For v ∈ S⁶, ζ.im ≠ 0: sliceEmbed v ζ ≠ ofReal 1 — pole exclusion at any non-real coordinate, sign-free.	Sign-free variant of sliceEmbed_ne_pole.
zetaPoleUnit	Concentricity/ZetaPole.lean:38	def	OBJ-poleN	zeta	def	zetaPoleUnit = update (s ↦ (s−1)·riemannZeta s) 1 1 — the removable extension of (s−1)ζ across the pole, value 1 = the residue at 1.	The unit accompanying the simple pole; the C1 pole state's local presentation.
zetaPoleUnit_one	Concentricity/ZetaPole.lean:41	theorem	OBJ-poleN	zeta	proved	zetaPoleUnit 1 = 1 — the unit's value at the pole is the residue.	update_self row.
zetaPoleUnit_apply_of_ne	Concentricity/ZetaPole.lean:44	theorem	OBJ-poleN	zeta	proved	For s ≠ 1: zetaPoleUnit s = (s−1)·riemannZeta s.	Unfolding row off the pole.
zetaPoleUnit_analyticAt_one	Concentricity/ZetaPole.lean:51	theorem	OBJ-poleN	zeta	proved	AnalyticAt ℂ zetaPoleUnit 1 — differentiable on the punctured neighbourhood, continuous across by riemannZeta_residue_one; removable singularity.	The removable-singularity engine at the pole point.
riemannZeta_meromorphicAt_one	Concentricity/ZetaPole.lean:66	theorem	OBJ-poleN	zeta	proved	MeromorphicAt riemannZeta 1 — (z−1)²·ζ(z) equals the analytic (z−1)·zetaPoleUnit z everywhere.	Meromorphy at the pole, junk-matched at 1.
riemannZeta_orderAt_one	Concentricity/ZetaPole.lean:92	theorem	OBJ-poleN	zeta	proved	meromorphicOrderAt riemannZeta 1 = −1 — the SIMPLE pole: meromorphic order exactly −1 at 1, via the removable unit with nonzero residue value.	The ζ member's c1_simple at pole := 1 — master C1 'exactly one pole; it is simple'.
poleFactor	Concentricity/ZetaRealZeros.lean:265	def	OBJ-poleN	stem	def	poleFactor = update (s ↦ (1 − 2^(1−s))/(s−1)) 1 (log 2) — the pole-cancelling factor extended across 1 by its limit.	Removable unit for the other side of the pole cancellation.
poleFactor_apply_of_ne	Concentricity/ZetaRealZeros.lean:268	theorem	OBJ-poleN	stem	proved	For s ≠ 1: poleFactor s = (1 − 2^(1−s))/(s−1).	Unfolding row off the pole point.
poleFactor_analyticAt	Concentricity/ZetaRealZeros.lean:286	theorem	OBJ-poleN	stem	proved	AnalyticAt ℂ poleFactor s for every s — removable singularity at 1 (slope limit log 2), quotient elsewhere.	zetaPoleUnit_analyticAt_one pattern at the eta factor.
zetaPoleUnit_analyticAt	Concentricity/ZetaRealZeros.lean:335	theorem	OBJ-poleN	zeta	proved	AnalyticAt ℂ zetaPoleUnit s for every s — at 1 by the removable-singularity row, elsewhere as (s−1)·ζ.	Globalizes ZetaPole.lean's unit; the pole-unit is entire.
weierstrassE	Concentricity/ASection.lean:39	def	OBJ-presentation	stem	def	weierstrassE p w = (1 − w) · exp(∑_{k<p} w^{k+1}/(k+1)) — the classical Weierstrass elementary factor E_p.	Weierstrass-presentation building block.
spherePrimary	Concentricity/ASection.lean:47	def	OBJ-presentation	stem	def	spherePrimary p a z = weierstrassE p (z/a) · weierstrassE p (z/conj a) — stem primary factor of a residue-ℂ zero-sphere over the conjugate pair {a, conj a}.	Renders C3's slice-regular primary 𝓔(·;qₙ) (AdF Prop 3.1/Thm 3.2 cited for faithfulness); intrinsic in z.
ASection	Concentricity/ASection.lean:52	structure	OBJ-presentation	mixed	def	Bundle of an intrinsic meromorphic stem F with C1 (simple real pole), C2 (Euler exp-of-sum + §4α majorant), C3 (Weierstrass data, factorization through pole, atN), C4 (infinitude), compactified value at ∞.	def:A-section stem-encoded; stem fields + OnePoint ℂ carrier (valueAtInfinity); the hypothesis package every section-functor build consumes.
ASection.meromorphic	Concentricity/ASection.lean:61	field	OBJ-presentation	stem	def	meromorphic : MeromorphicOn F Set.univ — the semiregular typing (SeriesExp §11) at stem level.	Continuation-presentation typing.
ASection.ι	Concentricity/ASection.lean:72	field	OBJ-presentation	stem	def	ι : Type — C2 datum: the Euler index of the summable family {ℓ_p}.	
ASection.ι_infinite	Concentricity/ASection.lean:74	field	OBJ-presentation	stem	def	Infinite ι — C2: the Euler family is infinite.	
ASection.ℓ	Concentricity/ASection.lean:76	field	OBJ-presentation	stem	def	ℓ : ι → ℂ → ℂ — C2 datum: the Euler family of stems.	
ASection.Ω₀	Concentricity/ASection.lean:79	field	OBJ-presentation	stem	def	Ω₀ : ℝ — abscissa of the slice right half-space {z | Ω₀ < re z}.	
ASection.c2_euler	Concentricity/ASection.lean:90	field	OBJ-presentation	stem	def	∀ z, Ω₀ < z.re → F z = exp(∑' p, ℓ p z) — C2: A = exp(Σₚ ℓₚ) on Ω₀.	The Euler presentation equation.
ASection.m	Concentricity/ASection.lean:104	field	OBJ-presentation	stem	def	m : ℕ — C3 datum: order of the zero at the origin (the q^m factor).	
ASection.Rfac	Concentricity/ASection.lean:107	field	OBJ-presentation	stem	def	Rfac : ℂ → ℂ — C3 datum: Weierstrass product over the nonzero residue-ℝ (real) zeros.	
ASection.gfac	Concentricity/ASection.lean:109	field	OBJ-presentation	stem	def	gfac : ℂ → ℂ — C3 datum: the slice-preserving entire exponent g.	
ASection.genus	Concentricity/ASection.lean:112	field	OBJ-presentation	stem	def	genus : ℕ → ℕ — C3 datum: per-zero genus of each primary factor (prop:weierstrass / GV).	
